% Model:              20150819_beam.mph
% Version:            COMSOL 5.0.0.243
% Date:               Aug 26 2015, 11:20
% Dimension:          1
% Nodes:              1001
% Expressions:        1
% Description:        Point graph
% x                       Height
1591629.6                 3.177204918391085E-8
1591629.8                 3.199616596120765E-8
1591630                   3.222346417567856E-8
1591630.2                 3.245401199185536E-8
1591630.4                 3.268787953374186E-8
1591630.6                 3.2925138955943626E-8
1591630.8                 3.316586451650365E-8
1591631                   3.3410132655757034E-8
1591631.2                 3.365802207584726E-8
1591631.4                 3.390961382521581E-8
1591631.6                 3.4164991386903556E-8
1591631.8                 3.4424240769345793E-8
1591632                   3.468745060434281E-8
1591632.2                 3.4954712246485964E-8
1591632.4                 3.5226119878726196E-8
1591632.6                 3.550177062288694E-8
1591632.8                 3.5781764653751205E-8
1591633                   3.6066205321835035E-8
1591633.2                 3.635519927873479E-8
1591633.4                 3.664885661017349E-8
1591633.6                 3.6947290975526025E-8
1591633.8                 3.72506197524146E-8
1591634                   3.7558964191990944E-8
1591634.2                 3.7872449578375746E-8
1591634.4                 3.8191205397897794E-8
1591634.6                 3.851536551691672E-8
1591634.8                 3.8845068366804676E-8
1591635                   3.9180457142306446E-8
1591635.2                 3.952168000631165E-8
1591635.4                 3.986889030730427E-8
1591635.6                 4.022224680831716E-8
1591635.8                 4.058191392599589E-8
1591636                   4.0948061986720956E-8
1591636.2                 4.1320867492380494E-8
1591636.4                 4.170051340282197E-8
1591636.6                 4.208718943392399E-8
1591636.8                 4.248109236999134E-8
1591637                   4.288242639833021E-8
1591637.2                 4.329140345817152E-8
1591637.4                 4.370824361193038E-8
1591637.6                 4.413317543797086E-8
1591637.8                 4.4566436443794816E-8
1591638                   4.5008273508671885E-8
1591638.2                 4.54589433475155E-8
1591638.4                 4.591871300523542E-8
1591638.6                 4.638786038115125E-8
1591638.8                 4.686667478280087E-8
1591639                   4.735545751968319E-8
1591639.2                 4.7854522528526305E-8
1591639.4                 4.836419704096789E-8
1591639.6                 4.8884822293962454E-8
1591639.8                 4.941675428300102E-8
1591640                   4.996036457075331E-8
1591640.2                 5.051604114280506E-8
1591640.4                 5.108418932367585E-8
1591640.6                 5.166523275469011E-8
1591640.8                 5.225961443511645E-8
1591641                   5.286779784211376E-8
1591641.2                 5.349026812180684E-8
1591641.4                 5.41275333679979E-8
1591641.6                 5.478012599225739E-8
1591641.8                 5.544860418914569E-8
1591642                   5.613355351642359E-8
1591642.2                 5.6835588584306774E-8
1591642.4                 5.755535487527596E-8
1591642.6                 5.8293530701978523E-8
1591642.8                 5.905082931109685E-8
1591643                   5.982800115971988E-8
1591643.2                 6.062583636204718E-8
1591643.4                 6.14451673358596E-8
1591643.6                 6.228687166301323E-8
1591643.8                 6.315187517924151E-8
1591644                   6.404115533063777E-8
1591644.2                 6.49557448023496E-8
1591644.4                 6.58967354620751E-8
1591644.6                 6.686528264484335E-8
1591644.8                 6.786260980799239E-8
1591645                   6.88900136122074E-8
1591645.2                 6.99488694495832E-8
1591645.4                 7.104063748431675E-8
1591645.6                 7.216686925543515E-8
1591645.8                 7.332921489632065E-8
1591646                   7.452943106019647E-8
1591646.2                 7.576938960367107E-8
1591646.4                 7.705108713643475E-8
1591646.6                 7.837665553115933E-8
1591646.8                 7.974837349929512E-8
1591647                   8.116867938536238E-8
1591647.2                 8.26401852961951E-8
1591647.4                 8.416569275627244E-8
1591647.6                 8.574821007414414E-8
1591647.8                 8.739097163066555E-8
1591648                   8.909745936997718E-8
1591648.2                 9.087142674782328E-8
1591648.4                 9.271692550094492E-8
1591648.6                 9.463833561786427E-8
1591648.8                 9.664039895026539E-8
1591649                   9.872825702296799E-8
1591649.2                 1.0090749360874167E-7
1591649.4                 1.031841828151843E-7
1591649.6                 1.0556494350977749E-7
1591649.8                 1.0805700105132378E-7
1591650                   1.106682575278635E-7
